Ref_Date,GEO,EST,Vector,Coordinate,Value
1958,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,175
1959,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,152.7
1960,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,160
1961,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,165
1962,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,191.3
1963,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,202.4
1964,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,209.3
1965,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,166.8
1966,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,206.8
1967,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,188.4
1968,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,208.8
1969,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,214.2
1970,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,201
1971,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,199.4
1972,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,224.1
1973,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,227.5
1974,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,239.5
1975,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,201.8
1976,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,241.4
1977,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,215.1
1978,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,221.2
1979,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,254.9
1980,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,227.9
1981,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,252.6
1982,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,265
1983,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,243
1984,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,264
1985,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,256
1986,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,275
1987,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,242
1988,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,268
1989,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,270
1990,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,250
1991,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,250
1992,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,290
1993,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,260
1994,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,245
1995,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,265
1996,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,260
1997,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,265
1998,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,265
1999,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,260
2000,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,270
2001,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,172
2002,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,280
2003,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,265
2004,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,275
2005,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,275
2006,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,310
2007,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,285
2008,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,280
2009,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,300
2010,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,300
2011,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,285
2012,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,277.5
2013,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,281
2014,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,279.8
2015,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,279.2
2016,Prince Edward Island,"Average yield, potatoes (hundredweight per harvested acres)",v47152,3.2,290
1908,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,4396
1909,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,4057
1910,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,2522
1911,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,3364
1912,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,4045
1913,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,3731
1914,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,4085
1915,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,2135
1916,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,3832
1917,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,3675
1918,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,3217
1919,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,2717
1920,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,3705
1921,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,3579
1922,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,2658
1923,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,2732
1924,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,5776
1925,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,3859
1926,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,4603
1927,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,4418
1928,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,5708
1929,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,3820
1930,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,4799
1931,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,4884
1932,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,3188
1933,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,3760
1934,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,4824
1935,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,3045
1936,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,3941
1937,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,3471
1938,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,3842
1939,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,4440
1940,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,4579
1941,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,3223
1942,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,5056
1943,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,3634
1944,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,5071
1945,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,4696
1946,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,5759
1947,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,5657
1948,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,6064
1949,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,7788
1950,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,6410
1951,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,3552
1952,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,6480
1953,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,6716
1954,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,6075
1955,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,7095
1956,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,7012
1957,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,9028
1958,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,8120
1959,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,6413
1960,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,7200
1961,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,7623
1962,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,7462
1963,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,8300
1964,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,8372
1965,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,7341
1966,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,10776
1967,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,9607
1968,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,11066
1969,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,10710
1970,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,10252
1971,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,9332
1972,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,8740
1973,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,9553
1974,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,12454
1975,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,9281
1976,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,12457
1977,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,11832
1978,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,12386
1979,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,15547
1980,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,13217
1981,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,16165
1982,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,18285
1983,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,17010
1984,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,19008
1985,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,17510
1986,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,17660
1987,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,15972
1988,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,18090
1989,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,18360
1990,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,18750
1991,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,18775
1992,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,24592
1993,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,22620
1994,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,23275
1995,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,28620
1996,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,28340
1997,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,29680
1998,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,29150
1999,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,28600
2000,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,29160
2001,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,18404
2002,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,30100
2003,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,27958
2004,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,29013
2005,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,26400
2006,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,29698
2007,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,27360
2008,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,24920
2009,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,24600
2010,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,25800
2011,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,24510
2012,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,24284
2013,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,25009
2014,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,25240
2015,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,24850
2016,Prince Edward Island,"Production, potatoes (hundredweight x 1,000)",v47163,3.3,25723
1982,Prince Edward Island,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47207,3.7,12498
1983,Prince Edward Island,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47207,3.7,12951
1984,Prince Edward Island,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47207,3.7,14101
1985,Prince Edward Island,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47207,3.7,13698
1986,Prince Edward Island,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47207,3.7,15016
1987,Prince Edward Island,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47207,3.7,13698
1988,Prince Edward Island,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47207,3.7,16140
1989,Prince Edward Island,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47207,3.7,17333
1990,Prince Edward Island,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47207,3.7,17667
1991,Prince Edward Island,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47207,3.7,18083
1992,Prince Edward Island,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47207,3.7,23795
1993,Prince Edward Island,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47207,3.7,22148
1994,Prince Edward Island,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47207,3.7,22847
1995,Prince Edward Island,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47207,3.7,27977
1996,Prince Edward Island,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47207,3.7,27769
1997,Prince Edward Island,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47207,3.7,29166
1998,Prince Edward Island,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47207,3.7,28622
1999,Prince Edward Island,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47207,3.7,28192
2000,Prince Edward Island,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47207,3.7,22543
2001,Prince Edward Island,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47207,3.7,18306
2002,Prince Edward Island,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47207,3.7,29794
2003,Prince Edward Island,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47207,3.7,27661
2004,Prince Edward Island,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47207,3.7,28548
2005,Prince Edward Island,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47207,3.7,26197
2006,Prince Edward Island,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47207,3.7,29090
2007,Prince Edward Island,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47207,3.7,27116
2008,Prince Edward Island,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47207,3.7,24469
2009,Prince Edward Island,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47207,3.7,24224
2010,Prince Edward Island,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47207,3.7,25532
2011,Prince Edward Island,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47207,3.7,24319
2012,Prince Edward Island,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47207,3.7,23794
1908,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,0.42
1909,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,0.33
1910,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,0.57
1911,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,0.6
1912,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,0.43
1913,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,0.47
1914,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,0.38
1915,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,0.77
1916,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,0.87
1917,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,1.25
1918,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,1.05
1919,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,1.42
1920,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,1.08
1921,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,0.75
1922,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,0.5
1923,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,0.65
1924,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,0.44
1925,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,1.75
1926,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,1.3
1927,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,0.98
1928,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,0.45
1929,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,1.59
1930,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,0.65
1931,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,0.25
1932,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,0.52
1933,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,0.65
1934,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,0.26
1935,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,0.7
1936,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,0.9
1937,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,0.39
1938,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,0.78
1939,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,0.88
1940,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,0.42
1941,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,1.27
1942,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,1.25
1943,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,1.53
1944,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,1.33
1945,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,1.68
1946,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,1.07
1947,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,1.77
1948,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,1.12
1949,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,1.02
1950,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,0.67
1951,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,3.55
1952,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,2.07
1953,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,0.8
1954,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,2.12
1955,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,1.32
1956,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,1.48
1957,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,1.3
1958,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,1.3
1959,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,2.61
1960,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,1.48
1961,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,0.91
1962,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,1.43
1963,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,1.5
1964,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,2.9
1965,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,2.55
1966,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,1.09
1967,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,1.37
1968,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,1.15
1969,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,2.01
1970,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,1.55
1971,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,1.42
1972,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,3.8
1973,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,6.2
1974,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,2.26
1975,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,5.98
1976,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,4.38
1977,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,2.45
1978,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,3.34
1979,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,2.76
1980,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,8.78
1981,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,4.77
1982,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,4.36
1983,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,7.89
1984,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,5
1985,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,3.11
1986,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,6.91
1987,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,4.57
1988,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,7.89
1989,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,7.43
1990,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,5.52
1991,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,5.72
1992,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,3.55
1993,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,7.77
1994,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,8.28
1995,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,6.03
1996,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,5
1997,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,6.42
1998,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,7.63
1999,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,6.94
2000,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,6.21
2001,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,10.52
2002,Prince Edward Island,"Average farm price, potatoes (dollars per hundredweight)",v47174,3.4,7.71
