Ref_Date,GEO,EST,Vector,Coordinate,Value
1924,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,1.54
1925,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,1.38
1926,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,1.45
1927,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,0.9
1928,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,0.92
1929,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,2.62
1930,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,0.81
1931,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,0.51
1932,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,0.55
1933,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,0.7
1934,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,0.75
1935,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,0.47
1936,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,1.11
1937,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,0.78
1938,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,0.6
1939,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,1.2
1940,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,0.9
1941,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,0.93
1942,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,0.98
1943,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,1.33
1944,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,1.28
1945,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,2.02
1946,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,2
1947,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,2.02
1948,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,2.07
1949,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,2.45
1950,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,1.9
1951,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,2.38
1952,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,2.37
1953,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,2.17
1954,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,2.83
1955,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,2.64
1956,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,2.18
1957,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,3
1958,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,2.51
1959,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,2.86
1960,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,2.3
1961,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,3
1962,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,1.5
1963,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,1.85
1964,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,3.7
1965,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,2.85
1966,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,2.5
1967,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,3.24
1968,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,2.5
1969,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,2.85
1970,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,2.5
1971,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,2.4
1972,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,3.5
1973,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,5.5
1974,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,3.01
1975,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,4.3
1976,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,3.55
1977,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,4.5
1978,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,6.16
1979,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,6.9
1980,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,11.5
1981,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,12
1982,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,10
1983,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,12
1984,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,13.27
1985,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,9.59
1986,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,14.21
1987,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,13.22
1988,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,15.35
1989,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,16.54
1990,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,15.79
1991,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,13.43
1992,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,13.55
1993,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,16.36
1994,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,13.27
1995,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,14.95
1996,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,14.27
1997,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,14.81
1998,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,12.77
1999,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,16.42
2000,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,15.31
2001,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,18.47
2002,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,17.79
2003,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,15.35
2004,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,12.74
2005,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,14.53
2006,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,13.58
2007,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,16.5
2008,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,20.22
2009,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,20.98
2010,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,22.73
2011,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,22.65
2012,Saskatchewan,"Average farm price, potatoes (dollars per hundredweight)",v47180,9.4,20.16
1908,Saskatchewan,"Total farm value, potatoes (dollars x 1,000)",v47191,9.5,1077
1909,Saskatchewan,"Total farm value, potatoes (dollars x 1,000)",v47191,9.5,1499
1910,Saskatchewan,"Total farm value, potatoes (dollars x 1,000)",v47191,9.5,1697
1911,Saskatchewan,"Total farm value, potatoes (dollars x 1,000)",v47191,9.5,2814
1912,Saskatchewan,"Total farm value, potatoes (dollars x 1,000)",v47191,9.5,2621
1913,Saskatchewan,"Total farm value, potatoes (dollars x 1,000)",v47191,9.5,2415
1914,Saskatchewan,"Total farm value, potatoes (dollars x 1,000)",v47191,9.5,4289
1915,Saskatchewan,"Total farm value, potatoes (dollars x 1,000)",v47191,9.5,2627
1916,Saskatchewan,"Total farm value, potatoes (dollars x 1,000)",v47191,9.5,4538
1917,Saskatchewan,"Total farm value, potatoes (dollars x 1,000)",v47191,9.5,7659
1918,Saskatchewan,"Total farm value, potatoes (dollars x 1,000)",v47191,9.5,6673
1919,Saskatchewan,"Total farm value, potatoes (dollars x 1,000)",v47191,9.5,10013
1920,Saskatchewan,"Total farm value, potatoes (dollars x 1,000)",v47191,9.5,8576
1921,Saskatchewan,"Total farm value, potatoes (dollars x 1,000)",v47191,9.5,5172
1922,Saskatchewan,"Total farm value, potatoes (dollars x 1,000)",v47191,9.5,3210
1923,Saskatchewan,"Total farm value, potatoes (dollars x 1,000)",v47191,9.5,3632
1924,Saskatchewan,"Total farm value, potatoes (dollars x 1,000)",v47191,9.5,3291
1925,Saskatchewan,"Total farm value, potatoes (dollars x 1,000)",v47191,9.5,3828
1926,Saskatchewan,"Total farm value, potatoes (dollars x 1,000)",v47191,9.5,3236
1927,Saskatchewan,"Total farm value, potatoes (dollars x 1,000)",v47191,9.5,3464
1928,Saskatchewan,"Total farm value, potatoes (dollars x 1,000)",v47191,9.5,2808
1929,Saskatchewan,"Total farm value, potatoes (dollars x 1,000)",v47191,9.5,3010
1930,Saskatchewan,"Total farm value, potatoes (dollars x 1,000)",v47191,9.5,2326
1931,Saskatchewan,"Total farm value, potatoes (dollars x 1,000)",v47191,9.5,1234
1932,Saskatchewan,"Total farm value, potatoes (dollars x 1,000)",v47191,9.5,1621
1933,Saskatchewan,"Total farm value, potatoes (dollars x 1,000)",v47191,9.5,1600
1934,Saskatchewan,"Total farm value, potatoes (dollars x 1,000)",v47191,9.5,1073
1935,Saskatchewan,"Total farm value, potatoes (dollars x 1,000)",v47191,9.5,1659
1936,Saskatchewan,"Total farm value, potatoes (dollars x 1,000)",v47191,9.5,1815
